KEYS,zh-Hans
Items.ItemName.ObsidianHorseshoe,黑曜石马掌
Items.ItemName.ObsidianShield,黑曜石护盾
Items.ItemName.TinkerersWorkshop,工匠作坊
Items.ItemName.CloudinaBalloon,云朵气球
Items.ItemName.IronBroadsword,铁阔剑
Items.ItemName.WoodenArrow,木箭
Items.ItemName.AdamantiteHeadgear,精金头饰
Items.ItemName.AdamantiteHelmet,精金头盔
Items.ItemName.AdamantiteMask,精金面具
Items.ItemName.AdamantiteBreastplate,精金胸甲
Items.ItemName.AdamantiteLeggings,精金护腿
Items.ItemName.SpectreBoots,幽灵靴
Items.ItemName.AdamantiteGlaive,精金关刀
Items.ItemName.Toolbelt,工具腰带
Items.ItemName.PearlsandBlock,珍珠沙块
Items.ItemName.PearlstoneBlock,珍珠石块
Items.ItemName.FlamingArrow,烈焰箭
Items.ItemName.MiningShirt,挖矿衣
Items.ItemName.MiningPants,挖矿裤
Items.ItemName.PearlstoneBrick,珍珠石砖
Items.ItemName.IridescentBrick,荧光砖
Items.ItemName.MudstoneBlock,泥石砖
Items.ItemName.CobaltBrick,钴砖
Items.ItemName.MythrilBrick,秘银砖
Items.ItemName.PearlstoneBrickWall,珍珠石砖墙
Items.ItemName.IridescentBrickWall,荧光砖墙
Items.ItemName.MudstoneBrickWall,泥石砖墙
Items.ItemName.Shuriken,手里剑
Items.ItemName.CobaltBrickWall,钴砖墙
Items.ItemName.MythrilBrickWall,秘银砖墙
Items.ItemName.HolyWater,圣水
Items.ItemName.UnholyWater,邪水
Items.ItemName.SiltBlock,泥沙块
Items.ItemName.FairyBell,仙灵铃铛
Items.ItemName.BreakerBlade,毁灭刃
Items.ItemName.BlueTorch,蓝火把
Items.ItemName.RedTorch,红火把
Items.ItemName.GreenTorch,绿火把
Items.ItemName.SuspiciousLookingEye,可疑眼球
Items.ItemName.PurpleTorch,紫火把
Items.ItemName.WhiteTorch,白火把
Items.ItemName.YellowTorch,黄火把
Items.ItemName.DemonTorch,恶魔火把
Items.ItemName.ClockworkAssaultRifle,发条式突击步枪
Items.ItemName.CobaltRepeater,钴连弩
Items.ItemName.MythrilRepeater,秘银连弩
Items.ItemName.DualHook,双钩
Items.ItemName.StarStatue,星星雕像
Items.ItemName.SwordStatue,宝剑雕像
Items.ItemName.DemonBow,恶魔弓
Items.ItemName.SlimeStatue,史莱姆雕像
Items.ItemName.GoblinStatue,哥布林雕像
Items.ItemName.ShieldStatue,护盾雕像
Items.ItemName.BatStatue,蝙蝠雕像
Items.ItemName.FishStatue,金鱼雕像
Items.ItemName.BunnyStatue,兔兔雕像
Items.ItemName.SkeletonStatue,骷髅雕像
Items.ItemName.ReaperStatue,死神雕像
Items.ItemName.WomanStatue,女人雕像
Items.ItemName.ImpStatue,小鬼雕像
Items.ItemName.WarAxeoftheNight,暗夜战斧
Items.ItemName.GargoyleStatue,石像鬼雕像
Items.ItemName.GloomStatue,幽冥雕像
Items.ItemName.HornetStatue,黄蜂雕像
Items.ItemName.BombStatue,炸弹雕像
Items.ItemName.CrabStatue,螃蟹雕像
Items.ItemName.HammerStatue,战锤雕像
Items.ItemName.PotionStatue,药水雕像
Items.ItemName.SpearStatue,长矛雕像
Items.ItemName.CrossStatue,十字架雕像
Items.ItemName.JellyfishStatue,水母雕像
Items.ItemName.LightsBane,魔光剑
Items.ItemName.BowStatue,弓雕像
Items.ItemName.BoomerangStatue,回旋镖雕像
Items.ItemName.BootStatue,靴子雕像
Items.ItemName.ChestStatue,宝箱雕像
Items.ItemName.BirdStatue,小鸟雕像
Items.ItemName.AxeStatue,战斧雕像
Items.ItemName.CorruptStatue,腐化雕像
Items.ItemName.TreeStatue,树木雕像
Items.ItemName.AnvilStatue,砧雕像
Items.ItemName.PickaxeStatue,镐雕像
Items.ItemName.UnholyArrow,邪箭
Items.ItemName.MushroomStatue,蘑菇雕像
Items.ItemName.EyeballStatue,魔眼雕像
Items.ItemName.PillarStatue,石柱雕像
Items.ItemName.HeartStatue,心形雕像
Items.ItemName.PotStatue,陶罐雕像
Items.ItemName.SunflowerStatue,向日葵雕像
Items.ItemName.KingStatue,国王雕像
Items.ItemName.QueenStatue,女王雕像
Items.ItemName.PiranhaStatue,食人鱼雕像
Items.ItemName.PlankedWall,板条墙
Items.ItemName.Chest,宝箱
Items.ItemName.WoodenBeam,木梁
Items.ItemName.AdamantiteRepeater,精金连弩
Items.ItemName.AdamantiteSword,精金剑
Items.ItemName.CobaltSword,钴剑
Items.ItemName.MythrilSword,秘银剑
Items.ItemName.MoonCharm,月光护身符
Items.ItemName.Ruler,标尺
Items.ItemName.CrystalBall,水晶球
Items.ItemName.DiscoBall,迪斯科球
Items.ItemName.SorcererEmblem,巫士徽章
Items.ItemName.BandofRegeneration,再生手环
Items.ItemName.WarriorEmblem,战士徽章
Items.ItemName.RangerEmblem,游侠徽章
Items.ItemName.DemonWings,恶魔之翼
Items.ItemName.AngelWings,天使之翼
Items.ItemName.MagicalHarp,魔法竖琴
Items.ItemName.RainbowRod,彩虹魔杖
Items.ItemName.IceRod,冰雪魔杖
Items.ItemName.NeptunesShell,海神贝壳
Items.ItemName.Mannequin,人体模型
Items.ItemName.GreaterHealingPotion,强效治疗药水
Items.ItemName.Mushroom,蘑菇
Items.ItemName.MagicMirror,魔镜
Items.ItemName.GreaterManaPotion,强效魔力药水
Items.ItemName.PixieDust,妖精尘
Items.ItemName.CrystalShard,水晶碎块
Items.ItemName.ClownHat,小丑帽
Items.ItemName.ClownShirt,小丑衣
Items.ItemName.ClownPants,小丑裤
Items.ItemName.Flamethrower,火焰喷射器
Items.ItemName.Bell,铃铛
Items.ItemName.Harp,竖琴
Items.ItemName.Wrench,红扳手
Items.ItemName.JestersArrow,小丑之箭
Items.ItemName.WireCutter,钢丝钳
Items.ItemName.ActiveStoneBlock,通电石块
Items.ItemName.InactiveStoneBlock,未通电石块
Items.ItemName.Lever,控制杆
Items.ItemName.LaserRifle,激光步枪
Items.ItemName.CrystalBullet,水晶子弹
Items.ItemName.HolyArrow,圣箭
Items.ItemName.MagicDagger,魔法飞刀
Items.ItemName.CrystalStorm,水晶风暴
Items.ItemName.CursedFlames,诅咒焰
Items.ItemName.AngelStatue,天使雕像
Items.ItemName.SoulofLight,光明之魂
Items.ItemName.SoulofNight,暗影之魂
Items.ItemName.CursedFlame,诅咒焰
Items.ItemName.CursedTorch,诅咒火把
Items.ItemName.AdamantiteForge,精金熔炉
Items.ItemName.MythrilAnvil,秘银砧
Items.ItemName.UnicornHorn,独角兽角
Items.ItemName.DarkShard,暗黑碎块
Items.ItemName.LightShard,光明碎块
Items.ItemName.RedPressurePlate,红压力板
Items.ItemName.CloudinaBottle,云朵瓶
Items.ItemName.Wire,电线
Items.ItemName.SpellTome,魔法书
Items.ItemName.StarCloak,星星斗篷
Items.ItemName.Megashark,巨兽鲨
Items.ItemName.Shotgun,霰弹枪
Items.ItemName.PhilosophersStone,点金石
Items.ItemName.TitanGlove,泰坦手套
Items.ItemName.CobaltNaginata,钴剃刀
Items.ItemName.Switch,开关
Items.ItemName.DartTrap,飞镖机关
Items.ItemName.HermesBoots,赫尔墨斯靴
Items.ItemName.Boulder,巨石
Items.ItemName.GreenPressurePlate,绿压力板
Items.ItemName.GrayPressurePlate,灰压力板
Items.ItemName.BrownPressurePlate,棕压力板
Items.ItemName.MechanicalEye,机械魔眼
Items.ItemName.CursedArrow,诅咒箭
Items.ItemName.CursedBullet,诅咒弹
Items.ItemName.SoulofFright,恐惧之魂
Items.ItemName.SoulofMight,力量之魂
Items.ItemName.SoulofSight,视域之魂
Items.ItemName.EnchantedBoomerang,附魔回旋镖
Items.ItemName.Gungnir,永恒之枪
Items.ItemName.HallowedPlateMail,神圣板甲
Items.ItemName.HallowedGreaves,神圣护胫
Items.ItemName.HallowedHelmet,神圣头盔
Items.ItemName.CrossNecklace,十字项链
Items.ItemName.ManaFlower,魔力花
Items.ItemName.MechanicalWorm,机械蠕虫
Items.ItemName.MechanicalSkull,机械骷髅头
Items.ItemName.HallowedHeadgear,神圣头饰
Items.ItemName.HallowedMask,神圣面具
Items.ItemName.DemoniteOre,魔矿
Items.ItemName.SlimeCrown,史莱姆王冠
Items.ItemName.LightDisc,光辉飞盘
Items.ItemName.MusicBoxOverworldDay,八音盒（人间日）
Items.ItemName.MusicBoxEerie,八音盒（恐惧）
Items.ItemName.MusicBoxNight,八音盒（暗夜）
Items.ItemName.MusicBoxTitle,八音盒（标题）
Items.ItemName.MusicBoxUnderground,八音盒（地下）
Items.ItemName.MusicBoxBoss1,八音盒(Boss 1)
Items.ItemName.MusicBoxJungle,八音盒（丛林）
Items.ItemName.MusicBoxCorruption,八音盒（腐化之地）
Items.ItemName.DemoniteBar,魔矿锭
Items.ItemName.MusicBoxUndergroundCorruption,八音盒（地下腐化之地）
Items.ItemName.MusicBoxTheHallow,八音盒（神圣之地）
Items.ItemName.MusicBoxBoss2,八音盒(Boss 2(
Items.ItemName.MusicBoxUndergroundHallow,八音盒（地下神圣之地）
Items.ItemName.MusicBoxBoss3,八音盒(Boss 3)
Items.ItemName.SoulofFlight,飞翔之魂
Items.ItemName.MusicBox,八音盒
Items.ItemName.DemoniteBrick,魔矿砖
Items.ItemName.HallowedRepeater,神圣连弩
Items.ItemName.Drax,斧钻
Items.ItemName.Heart,心
Items.ItemName.Explosives,炸药
Items.ItemName.InletPump,入水泵
Items.ItemName.OutletPump,出水泵
Items.ItemName.Timer1Second,1秒计时器
Items.ItemName.Timer3Second,3秒计时器
Items.ItemName.Timer5Second,5秒计时器
Items.ItemName.CandyCaneBlock,糖棒块
Items.ItemName.CandyCaneWall,糖棒墙
Items.ItemName.SantaHat,圣诞帽
Items.ItemName.SantaShirt,圣诞衣
Items.ItemName.CorruptSeeds,腐化种子
Items.ItemName.SantaPants,圣诞裤
Items.ItemName.GreenCandyCaneBlock,绿糖棒块
Items.ItemName.GreenCandyCaneWall,绿糖棒墙
Items.ItemName.SnowBlock,雪块
Items.ItemName.SnowBrick,雪砖
Items.ItemName.SnowBrickWall,雪砖墙
Items.ItemName.BlueLight,蓝灯
Items.ItemName.RedLight,红灯
Items.ItemName.GreenLight,绿灯
Items.ItemName.BluePresent,蓝礼物
Items.ItemName.IronShortsword,铁短剑
Items.ItemName.VileMushroom,魔菇
Items.ItemName.GreenPresent,绿礼物
Items.ItemName.YellowPresent,黄礼物
Items.ItemName.SnowGlobe,水晶雪球
Items.ItemName.Carrot,胡萝卜
Items.ItemName.AdamantiteBeam,精金梁
Items.ItemName.AdamantiteBeamWall,精金梁墙
Items.ItemName.DemoniteBrickWall,魔矿砖墙
Items.ItemName.SandstoneBrick,沙岩砖
Items.ItemName.SandstoneBrickWall,沙岩砖墙
Items.ItemName.EbonstoneBrick,黑檀石砖
Items.ItemName.EbonstoneBlock,黑檀石块
Items.ItemName.EbonstoneBrickWall,黑檀石砖墙
Items.ItemName.RedStucco,红泥灰
Items.ItemName.YellowStucco,黄泥灰
Items.ItemName.GreenStucco,绿泥灰
Items.ItemName.GrayStucco,灰泥灰
Items.ItemName.RedStuccoWall,红泥灰墙
Items.ItemName.YellowStuccoWall,黄泥灰墙
Items.ItemName.GreenStuccoWall,绿泥灰墙
Items.ItemName.GrayStuccoWall,灰泥灰墙
Items.ItemName.Ebonwood,乌木
Items.ItemName.GrassSeeds,草种子
Items.ItemName.RichMahogany,红木
Items.ItemName.Pearlwood,珍珠木
Items.ItemName.EbonwoodWall,乌木墙
Items.ItemName.RichMahoganyWall,红木墙
Items.ItemName.PearlwoodWall,珍珠木墙
Items.ItemName.EbonwoodChest,乌木箱
Items.ItemName.RichMahoganyChest,红木箱
Items.ItemName.PearlwoodChest,珍珠木箱
Items.ItemName.EbonwoodChair,乌木椅
Items.ItemName.RichMahoganyChair,红木椅
Items.ItemName.Sunflower,向日葵
Items.ItemName.PearlwoodChair,珍珠木椅
Items.ItemName.EbonwoodPlatform,乌木平台
Items.ItemName.RichMahoganyPlatform,红木平台
Items.ItemName.PearlwoodPlatform,珍珠木平台
Items.ItemName.BonePlatform,骨头平台
Items.ItemName.EbonwoodWorkBench,乌木工作台
Items.ItemName.RichMahoganyWorkBench,红木工作台
Items.ItemName.PearlwoodWorkBench,珍珠木工作台
Items.ItemName.EbonwoodTable,乌木桌
Items.ItemName.RichMahoganyTable,红木桌
Items.ItemName.Vilethorn,魔刺
Items.ItemName.PearlwoodTable,珍珠木桌
Items.ItemName.EbonwoodPiano,乌木钢琴
Items.ItemName.RichMahoganyPiano,红木钢琴
Items.ItemName.PearlwoodPiano,珍珠木钢琴
Items.ItemName.EbonwoodBed,乌木床
Items.ItemName.RichMahoganyBed,红木床
Items.ItemName.PearlwoodBed,珍珠木床
Items.ItemName.EbonwoodDresser,乌木梳妆台
Items.ItemName.RichMahoganyDresser,红木梳妆台
Items.ItemName.PearlwoodDresser,珍珠木梳妆台
Items.ItemName.Starfury,星怒
Items.ItemName.EbonwoodDoor,乌木门
Items.ItemName.RichMahoganyDoor,红木门
Items.ItemName.PearlwoodDoor,珍珠木门
Items.ItemName.EbonwoodSword,乌木剑
Items.ItemName.EbonwoodHammer,乌木锤
Items.ItemName.EbonwoodBow,乌木弓
Items.ItemName.RichMahoganySword,红木剑
Items.ItemName.RichMahoganyHammer,红木锤
Items.ItemName.RichMahoganyBow,红木弓
Items.ItemName.PearlwoodSword,珍珠木剑
Items.ItemName.PurificationPowder,净化粉
Items.ItemName.PearlwoodHammer,珍珠木锤
Items.ItemName.PearlwoodBow,珍珠木弓
Items.ItemName.RainbowBrick,彩虹砖
Items.ItemName.RainbowBrickWall,彩虹砖墙
Items.ItemName.IceBlock,冰雪块
Items.ItemName.RedsWings,Red的翅膀
Items.ItemName.RedsHelmet,Red的头盔
Items.ItemName.RedsBreastplate,Red的胸甲
Items.ItemName.RedsLeggings,Red的护腿
Items.ItemName.Fish,鱼
Items.ItemName.VilePowder,魔粉
Items.ItemName.IceBoomerang,冰雪回旋镖
Items.ItemName.Keybrand,钥匙剑
Items.ItemName.Cutlass,短弯刀
Items.ItemName.TrueExcalibur,原版断钢剑
Items.ItemName.TrueNightsEdge,原版永夜刃
Items.ItemName.Frostbrand,霜印剑
Items.ItemName.RedPotion,红药水
Items.ItemName.TacticalShotgun,战术霰弹枪
Items.ItemName.RottenChunk,腐肉
Items.ItemName.IvyChest,常春藤箱
Items.ItemName.IceChest,冰冻箱
Items.ItemName.Marrow,骸骨弓
Items.ItemName.UnholyTrident,邪恶三叉戟
Items.ItemName.FrostHelmet,寒霜头盔
Items.ItemName.FrostBreastplate,寒霜胸甲
Items.ItemName.FrostLeggings,寒霜护腿
Items.ItemName.TinHelmet,锡头盔
Items.ItemName.TinChainmail,锡链甲
Items.ItemName.TinGreaves,锡护胫
Items.ItemName.WormTooth,蠕虫毒牙
Items.ItemName.LeadHelmet,铅头盔
Items.ItemName.LeadChainmail,铅链甲
Items.ItemName.LeadGreaves,铅护胫
Items.ItemName.TungstenHelmet,钨头盔
Items.ItemName.TungstenChainmail,钨链甲
Items.ItemName.TungstenGreaves,钨护胫
Items.ItemName.PlatinumHelmet,铂金头盔
Items.ItemName.PlatinumChainmail,铂金链甲
Items.ItemName.PlatinumGreaves,铂金护胫
Items.ItemName.TinOre,锡矿
Items.ItemName.IronHammer,铁锤
Items.ItemName.WormFood,蠕虫诱饵
Items.ItemName.LeadOre,铅矿
Items.ItemName.TungstenOre,钨矿
Items.ItemName.PlatinumOre,铂金矿
Items.ItemName.TinBar,锡锭
Items.ItemName.LeadBar,铅锭
Items.ItemName.TungstenBar,钨锭
Items.ItemName.PlatinumBar,铂金锭
Items.ItemName.TinWatch,锡表
Items.ItemName.TungstenWatch,钨表
Items.ItemName.PlatinumWatch,铂金表
Items.ItemName.CopperCoin,铜币
Items.ItemName.TinChandelier,锡吊灯
Items.ItemName.TungstenChandelier,钨吊灯
Items.ItemName.PlatinumChandelier,铂金吊灯
Items.ItemName.PlatinumCandle,铂金蜡烛
Items.ItemName.PlatinumCandelabra,铂金烛台
Items.ItemName.PlatinumCrown,铂金冠
Items.ItemName.LeadAnvil,铅砧
Items.ItemName.TinBrick,锡砖
Items.ItemName.TungstenBrick,钨砖
Items.ItemName.PlatinumBrick,铂金砖
Items.ItemName.SilverCoin,银币
Items.ItemName.TinBrickWall,锡砖墙
Items.ItemName.TungstenBrickWall,钨砖墙
Items.ItemName.PlatinumBrickWall,铂金砖墙
Items.ItemName.BeamSword,光束剑
Items.ItemName.IceBlade,冰雪刃
Items.ItemName.IceBow,冰雪弓
Items.ItemName.FrostStaff,寒霜法杖
Items.ItemName.WoodHelmet,木头盔
Items.ItemName.WoodBreastplate,木胸甲
Items.ItemName.WoodGreaves,木护胫
Items.ItemName.GoldCoin,金币
Items.ItemName.EbonwoodHelmet,乌木头盔
Items.ItemName.EbonwoodBreastplate,乌木胸甲
Items.ItemName.EbonwoodGreaves,乌木护胫
Items.ItemName.RichMahoganyHelmet,红木头盔
Items.ItemName.RichMahoganyBreastplate,红木胸甲
Items.ItemName.RichMahoganyGreaves,红木护胫
Items.ItemName.PearlwoodHelmet,珍珠木头盔
Items.ItemName.PearlwoodBreastplate,珍珠木胸甲
Items.ItemName.PearlwoodGreaves,珍珠木护胫
Items.ItemName.AmethystStaff,紫晶法杖
Items.ItemName.PlatinumCoin,铂金币
Items.ItemName.TopazStaff,黄玉法杖
Items.ItemName.SapphireStaff,蓝玉法杖
Items.ItemName.EmeraldStaff,翡翠法杖
Items.ItemName.RubyStaff,红玉法杖
Items.ItemName.DiamondStaff,钻石法杖
Items.ItemName.GrassWall,草墙
Items.ItemName.JungleWall,丛林墙
Items.ItemName.FlowerWall,花墙
Items.ItemName.Jetpack,喷气背包
Items.ItemName.ButterflyWings,蝴蝶之翼
Items.ItemName.FallenStar,坠落之星
Items.ItemName.CactusWall,仙人掌墙
Items.ItemName.Cloud,克劳德
Items.ItemName.CloudWall,云墙
Items.ItemName.Seaweed,海草
Items.ItemName.RuneHat,符文帽
Items.ItemName.RuneRobe,符文长袍
Items.ItemName.MushroomSpear,蘑菇长矛
Items.ItemName.TerraBlade,泰拉刃
Items.ItemName.GrenadeLauncher,手榴弹发射器
Items.ItemName.RocketLauncher,火箭发射器
Items.ItemName.CopperGreaves,铜护胫
Items.ItemName.ProximityMineLauncher,感应雷发射器
Items.ItemName.FairyWings,仙灵之翼
Items.ItemName.SlimeBlock,史莱姆块
Items.ItemName.FleshBlock,血肉块
Items.ItemName.MushroomWall,蘑菇墙
Items.ItemName.RainCloud,雨云
Items.ItemName.BoneBlock,骨块
Items.ItemName.FrozenSlimeBlock,冰冻史莱姆块
Items.ItemName.BoneBlockWall,骨块墙
Items.ItemName.SlimeBlockWall,史莱姆块墙
Items.ItemName.IronGreaves,铁护胫
Items.ItemName.FleshBlockWall,血肉块墙
Items.ItemName.RocketI,初级火箭
Items.ItemName.RocketII,二级火箭
Items.ItemName.RocketIII,三级火箭
Items.ItemName.RocketIV,四级火箭
Items.ItemName.AsphaltBlock,沥青块
Items.ItemName.CobaltPickaxe,钴镐
Items.ItemName.MythrilPickaxe,秘银镐
Items.ItemName.AdamantitePickaxe,精金镐
Items.ItemName.Clentaminator,环境改造枪
Items.ItemName.SilverGreaves,银护胫
Items.ItemName.GreenSolution,绿溶液
Items.ItemName.BlueSolution,蓝溶液
Items.ItemName.PurpleSolution,紫溶液
Items.ItemName.DarkBlueSolution,深蓝溶液
Items.ItemName.RedSolution,红溶液
Items.ItemName.HarpyWings,鸟妖之翼
Items.ItemName.BoneWings,骨之翼
Items.ItemName.Hammush,蘑菇锤
Items.ItemName.NettleBurst,爆裂藤蔓
Items.ItemName.AnkhBanner,十字章旗
Items.ItemName.GoldGreaves,金护胫
Items.ItemName.SnakeBanner,蛇旗
Items.ItemName.OmegaBanner,欧米茄旗
Items.ItemName.CrimsonHelmet,猩红头盔
Items.ItemName.CrimsonScalemail,猩红鳞甲
Items.ItemName.CrimsonGreaves,猩红护胫
Items.ItemName.BloodButcherer,血腥屠刀
Items.ItemName.TendonBow,肌腱弓
Items.ItemName.FleshGrinder,血肉锤
Items.ItemName.DeathbringerPickaxe,死亡使者镐
Items.ItemName.BloodLustCluster,嗜血狂斧
Items.ItemName.Torch,火把
Items.ItemName.CopperChainmail,铜链甲
Items.ItemName.TheUndertaker,夺命枪
Items.ItemName.TheMeatball,血肉之球
Items.ItemName.TheRottedFork,腐叉
Items.ItemName.EskimoHood,防雪兜帽
Items.ItemName.EskimoCoat,防雪大衣
Items.ItemName.EskimoPants,防雪裤
Items.ItemName.LivingWoodChair,生命木椅
Items.ItemName.CactusChair,仙人掌椅
Items.ItemName.BoneChair,骨头椅
Items.ItemName.FleshChair,血肉椅
Items.ItemName.IronChainmail,铁链甲
Items.ItemName.MushroomChair,蘑菇椅
Items.ItemName.BoneWorkBench,骨头工作台
Items.ItemName.CactusWorkBench,仙人掌工作台
Items.ItemName.FleshWorkBench,血肉工作台
Items.ItemName.MushroomWorkBench,蘑菇工作台
Items.ItemName.SlimeWorkBench,史莱姆工作台
Items.ItemName.CactusDoor,仙人掌门
Items.ItemName.FleshDoor,血肉门
Items.ItemName.MushroomDoor,蘑菇门
Items.ItemName.LivingWoodDoor,生命木门
Items.ItemName.SilverChainmail,银链甲
Items.ItemName.BoneDoor,骨头门
Items.ItemName.FlameWings,烈焰之翼
Items.ItemName.FrozenWings,冰冻之翼
Items.ItemName.GhostWings,幽灵之翼
Items.ItemName.SunplateBlock,日盘块
Items.ItemName.DiscWall,飞盘墙
Items.ItemName.SkywareChair,天域椅
Items.ItemName.BoneTable,骨头桌
Items.ItemName.FleshTable,血肉桌
Items.ItemName.LivingWoodTable,生命木桌
Items.ItemName.GoldChainmail,金链甲
Items.ItemName.SkywareTable,天域桌
Items.ItemName.LivingWoodChest,生命木箱
Items.ItemName.LivingWoodWand,生命木魔棒
Items.ItemName.PurpleIceBlock,紫冰雪块
Items.ItemName.PinkIceBlock,粉冰雪块
Items.ItemName.RedIceBlock,红冰雪块
Items.ItemName.CrimstoneBlock,猩红石块
Items.ItemName.SkywareDoor,天域门
Items.ItemName.SkywareChest,天域箱
Items.ItemName.SteampunkHat,蒸汽朋克帽
Items.ItemName.GrapplingHook,抓钩
Items.ItemName.SteampunkShirt,蒸汽朋克衣
Items.ItemName.SteampunkPants,蒸汽朋克裤
Items.ItemName.BeeHat,蜜蜂帽
Items.ItemName.BeeShirt,蜜蜂衣
Items.ItemName.BeePants,蜜蜂裤
Items.ItemName.WorldBanner,世界旗
Items.ItemName.SunBanner,太阳旗
Items.ItemName.GravityBanner,重力旗
Items.ItemName.PharaohsMask,法老面具
Items.ItemName.Actuator,制动器
Items.ItemName.Chain,链条
Items.ItemName.BlueWrench,蓝扳手
Items.ItemName.GreenWrench,绿扳手
Items.ItemName.BluePressurePlate,蓝压力板
Items.ItemName.YellowPressurePlate,黄压力板
Items.ItemName.DiscountCard,优惠卡
Items.ItemName.LuckyCoin,幸运币
Items.ItemName.UnicornonaStick,棒棒独角兽
Items.ItemName.SandstorminaBottle,沙暴瓶
Items.ItemName.BeachBall,沙滩球
Items.ItemName.ShadowScale,暗影鳞片
Items.ItemName.CharmofMyths,神话护身符
Items.ItemName.MoonShell,月亮贝壳
Items.ItemName.StarVeil,星星面纱
Items.ItemName.WaterWalkingBoots,水上漂靴
Items.ItemName.Tiara,头冠
Items.ItemName.PrincessDress,公主裙
Items.ItemName.PharaohsRobe,法老长袍
